Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
27756115,Superheavy Samurai Soulbeads,effect,Machine,1,,0,0,EARTH
77679716,Superheavy Samurai Soulbreaker Armor,effect,Machine,1,,0,500,EARTH
35800511,Superheavy Samurai Soulbuster Gauntlet,effect,Machine,1,,0,400,EARTH
40028305,Superheavy Samurai Soulclaw,effect,Machine,2,,500,500,EARTH
4786063,Superheavy Samurai Soulfire Suit,effect,Machine,2,,800,800,FIRE
56727340,Superheavy Samurai Soulgaia Booster,effect,Machine,4,,0,0,EARTH
14624296,Superheavy Samurai Soulhorns,effect,Machine,1,,0,300,EARTH
95500396,Superheavy Samurai Soulpeacemaker,effect,Machine,1,,0,0,EARTH
90361010,Superheavy Samurai Soulpiercer,effect,Machine,4,,1200,0,EARTH
31181711,Superheavy Samurai Soulshield Wall,effect,Machine,3,,1200,1200,EARTH
50065971,Superheavy Samurai Stealth Ninja,synchro,Machine,7,,1200,2800,EARTH
10333641,Superheavy Samurai Stealthy,effect,Machine,1,,200,700,EARTH
17775525,Superheavy Samurai Steam Train King,synchro,Machine,12,,2000,4800,EARTH
75988594,Superheavy Samurai Swordmaster Musashi,synchro,Machine,5,,300,2300,EARTH
77013169,Superheavy Samurai Swordsman,effect,Machine,3,,1000,1800,EARTH
14756848,Superheavy Samurai Thief,effect,Machine,10,,1000,1000,EARTH
41141943,Superheavy Samurai Transporter,effect,Machine,5,,1200,1800,EARTH
64373401,Superheavy Samurai Trumpeter,effect,Machine,2,,300,600,EARTH
34496660,Superheavy Samurai Wagon,effect,Machine,4,,1200,1800,EARTH
494922,Superheavy Samurai Warlord Susanowo,synchro,Machine,10,,2400,3800,EARTH
53363708,Supermagic Sword of Raptinus,spell,Equip,,,,,
16165939,Supernatural Danger Zone,spell,Continuous,,,,,
49980185,Supernatural Regeneration,trap,Normal,,,,,
93918159,Supersoaring,trap,Normal,,,,,
63804806,Supersonic Skull Flame,effect,Zombie,10,,2600,2000,WIND
95750695,Supervise,spell,Equip,,,,,
44072894,Supply,effect,Warrior,4,,1300,800,EARTH
17626381,Supply Squad,spell,Continuous,,,,,
41422426,Supporter in the Shadows,normal,Warrior,3,,1000,1000,EARTH
92176681,Suppression Collider,normal,Cyberse,8,,2800,2600,DARK
98380593,Supremacy Berry,spell,Normal,,,,,
21113684,Supreme Arcanite Magician,fusion,Spellcaster,10,,1400,2800,LIGHT
70771599,Supreme King Dragon Clear Wing,synchro,Dragon,8,,2500,2000,DARK
42160203,Supreme King Dragon Dark Rebellion,xyz,Dragon,4,,2500,2000,DARK
69610326,Supreme King Dragon Darkwurm,effect_pendulum,Dragon,4,5,1800,1200,DARK
41908872,Supreme King Dragon Lightwurm,effect_pendulum,Dragon,4,8,1200,1800,LIGHT
96733134,Supreme King Dragon Odd-Eyes,effect_pendulum,Dragon,8,4,2500,2000,DARK
43387895,Supreme King Dragon Starving Venom,fusion,Dragon,8,,2800,2000,DARK
22211622,Supreme King Gate Infinity,effect_pendulum,Fiend,7,13,0,0,DARK
14513273,Supreme King Gate Magician,effect_pendulum,Spellcaster,7,1,2500,2000,LIGHT
96227613,Supreme King Gate Zero,effect_pendulum,Fiend,7,0,0,0,DARK
13331639,Supreme King Z-ARC,fusion_pendulum,Dragon,12,1,4000,4000,DARK
48654267,Supreme King Z-ARC - Synchro Universe,synchro,Dragon,12,1,4000,4000,DARK
72043279,Supreme King's Castle,spell,Field,,,,,
84869738,Supreme Rage,trap,Normal,,,,,
31259606,Supreme Sea Mare,effect,Aqua,4,,1500,1600,WATER
31042659,Supreme Sovereign Serpent of Golgonda,effect,Reptile,8,,0,0,FIRE
33057951,Surface,spell,Normal,,,,,
33331231,Surgical Striker - H.A.M.P.,effect,Machine,8,,2500,2500,DARK
23530726,Surgical Striker - S.P.E.C.T.R.A.,link,Machine,4,,3000,,DARK
70491413,Surprise Chain,spell,Quick-Play,,,,,
58419204,Survival Instinct,trap,Normal,,,,,
58272005,Survival of the Fittest,trap,Normal,,,,,
44612603,Survival's End,trap,Normal,,,,,
40473581,Susa Soldier,effect,Thunder,4,,2000,1600,EARTH
70083592,Suture Rebirth,spell,Normal,,,,,
77060848,Svartalf of the Nordic Alfar,effect,Spellcaster,5,,1400,1600,DARK
10651797,Swallow Flip,trap,Counter,,,,,
5993144,Swallow's Cowrie,spell,Quick-Play,,,,,
94145683,Swallow's Nest,spell,Quick-Play,,,,,
79972330,Swallowtail Butterspy,effect,Warrior,4,,1800,1200,DARK
40453765,Swamp Battleguard,effect,Warrior,5,,1800,1500,EARTH
50277973,Swamp Mirrorer,trap,Continuous,,,,,
30968774,Swap Cleric,effect,Cyberse,2,,500,1000,EARTH
9126351,Swap Frog,effect,Aqua,2,,1000,500,WATER
6116731,Swarm of Centipedes,effect,Insect,3,,1500,500,DARK
41039846,Swarm of Crows,effect,Winged Beast,5,,1200,1800,DARK
41872150,Swarm of Locusts,effect,Insect,3,,1000,500,DARK
15383415,Swarm of Scarabs,effect,Insect,3,,500,1000,DARK
74983881,Sweet Corn,effect,Plant,2,,0,0,EARTH
44843954,"Sweet Dreams, Nemleria",spell,Normal,,,,,
36848764,Sweet Roommaid,spell,Quick-Play,,,,,
81896370,Swift Birdman Joe,effect,Winged Beast,6,,2300,1400,WIND
16589042,Swift Gaia the Fierce Knight,effect,Warrior,7,,2300,2100,DARK
71934924,Swift Samurai Storm!,trap,Continuous,,,,,
18964575,Swift Scarecrow,effect,Machine,1,,0,0,EARTH
84613836,Swiftstrike Armor,trap,Continuous,,,,,
96765646,Swing of Memories,spell,Normal,,,,,
47961342,Switch Point,trap,Normal,,,,,
300104005,Switcheroo,skill,Keith,,,,,
30426226,Switcheroroo,trap,Normal,,,,,
13069066,Sword Arm of Dragon,normal,Dinosaur,6,,1750,2030,EARTH
64689404,Sword Breaker,xyz,Warrior,6,,2700,1000,EARTH
51345461,Sword Hunter,effect,Warrior,7,,2450,1700,EARTH
81336148,Sword Master,effect,Warrior,3,,1200,0,EARTH
37120512,Sword of Dark Destruction,spell,Equip,,,,,
17589298,Sword of Dark Rites,spell,Equip,,,,,
98495314,Sword of Deep-Seated,spell,Equip,,,,,
61405855,Sword of Dragon's Soul,spell,Equip,,,,,
48716139,Sword of Kusanagi,spell,Equip,,,,,
48447192,Sword of Sparkles,spell,Equip,,,,,
5371656,Sword of the Soul-Eater,spell,Equip,,,,,
73911410,Sword Slasher,normal,Machine,5,,1450,1500,DARK
25067275,Swords at Dawn,spell,Quick-Play,,,,,
93087299,Swords of Burning Light,spell,Continuous,,,,,
12923641,Swords of Concealing Light,spell,Continuous,,,,,
72302403,Swords of Revealing Light,spell,Normal,,,,,
85255550,Swordsman from a Distant Land,effect,Warrior,1,,250,250,EARTH
3573512,Swordsman of Landstar,normal,Warrior,3,,500,1200,EARTH
64605089,Swordsman of Revealing Light,effect,Warrior,8,,0,2400,LIGHT
78836195,Swordsoul Assessment,trap,Normal,,,,,
29884951,Swordsoul Auspice Chunjun,effect,Wyrm,6,,2400,1800,EARTH
14821890,Swordsoul Blackout,trap,Normal,,,,,
56465981,Swordsoul Emergence,spell,Normal,,,,,
69248256,Swordsoul Grandmaster - Chixiao,synchro,Wyrm,8,,2800,1000,LIGHT
20001443,Swordsoul of Mo Ye,effect,Wyrm,4,,1700,1800,WATER
56495147,Swordsoul of Taia,effect,Wyrm,4,,1800,1500,WIND
83308376,Swordsoul Punishment,spell,Normal,,,,,
93850690,Swordsoul Sacred Summit,spell,Normal,,,,,
47710198,Swordsoul Sinister Sovereign - Qixing Longyuan,synchro,Wyrm,10,,2900,2300,FIRE
93490856,Swordsoul Strategist Longyuan,effect,Wyrm,6,,1200,2300,FIRE
99137266,Swordsoul Strife,trap,Continuous,,,,,
96633955,Swordsoul Supreme Sovereign - Chengying,synchro,Wyrm,10,,3000,3000,WATER
50005633,Swordstalker,normal,Warrior,6,,2000,1600,DARK
11682713,Sylvan Bladefender,effect,Plant,4,,1900,700,EARTH
91650245,Sylvan Blessing,trap,Normal,,,,,
82016179,Sylvan Charity,spell,Normal,,,,,
10753491,Sylvan Cherubsprout,effect,Plant,1,,100,100,LIGHT
21903613,Sylvan Dancepione,link,Plant,2,,1200,,WIND
62434031,Sylvan Flowerknight,effect,Plant,4,,1800,1000,EARTH
99429730,Sylvan Guardioak,effect,Plant,6,,2400,1500,EARTH
25824484,Sylvan Hermitree,effect,Plant,8,,2700,1800,FIRE
99641328,Sylvan Komushroomo,effect,Plant,2,,100,2000,FIRE
73136204,Sylvan Lotuswain,effect,Plant,5,,2300,1100,WATER
36046926,Sylvan Marshalleaf,effect,Plant,3,,1500,1200,WATER
47077318,Sylvan Mikorange,effect,Plant,3,,400,1100,WATER
63257623,Sylvan Peaskeeper,effect,Plant,1,,400,100,WIND
33909817,Sylvan Princessprite,xyz,Plant,1,,1800,100,LIGHT
20579538,Sylvan Princessprout,effect,Plant,1,,100,100,LIGHT
10530913,Sylvan Sagequoia,effect,Plant,7,,2600,2100,WIND
47741109,Sylvan Snapdrassinagon,effect,Plant,1,,900,400,DARK
49838105,Sylvan Waterslide,trap,Continuous,,,,,
2295831,Symbol of Friendship,spell,Normal,,,,,
45305419,Symbol of Heritage,spell,Equip,,,,,
78794994,Symbols of Duty,spell,Equip,,,,,
75304793,Symph Amplifire,spell,Field,,,,,
68933343,Symphonic Warrior Basses,effect,Machine,1,,600,400,WIND
70204022,Symphonic Warrior DJJ,effect_pendulum,Machine,4,8,1200,1200,WIND
94331452,Symphonic Warrior Drumss,effect,Machine,2,,700,700,WIND
12525049,Symphonic Warrior Guitaar,effect_pendulum,Machine,3,7,1500,100,WIND
43210483,Symphonic Warrior Guitariss,effect_pendulum,Machine,3,0,1100,500,WIND
5399521,Symphonic Warrior Miccs,effect_pendulum,Machine,5,1,2300,1100,WIND
31826057,Symphonic Warrior Piaano,effect,Machine,3,,900,1300,WIND
24070330,Symphonic Warrior Rockks,synchro_pendulum,Machine,7,10,2500,1500,WIND
49919798,Symphonic Warrior Synthess,effect,Machine,4,,1200,1900,WIND
75646173,Synchar,normal,Beast,3,,800,900,EARTH
21879581,Synchro Barrier,trap,Normal,,,,,
35537860,Synchro Blast Wave,spell,Normal,,,,,
98143165,Synchro Boost,spell,Equip,,,,,
89974904,Synchro Call,trap,Normal,,,,,
36737092,Synchro Change,spell,Normal,,,,,
23442438,Synchro Chase,spell,Continuous,,,,,
88289295,Synchro Control,spell,Quick-Play,,,,,
41097056,Synchro Cracker,spell,Normal,,,,,
22414174,Synchro Creed,spell,Normal,,,,,
24545464,Synchro Deflector,trap,Normal,,,,,
47699948,Synchro Dilemma,spell,Continuous,,,,,
75105429,Synchro Ejection,trap,Normal,,,,,
50727844,Synchro Forceback,trap,Normal,,,,,
15839054,Synchro Fusionist,effect,Spellcaster,2,,800,600,DARK
52128900,Synchro Gift,spell,Normal,,,,,
50702124,Synchro Magnet,effect,Machine,3,,1000,600,EARTH
14507213,Synchro Material,trap,Normal,,,,,
99243014,Synchro Overtake,spell,Normal,,,,,
653675,Synchro Overtop,spell,Normal,,,,,
83962752,Synchro Panic,trap,Continuous,,,,,
88901994,Synchro Rumble,spell,Normal,,,,,
79796561,Synchro Soldier,effect,Machine,1,,0,0,EARTH
30123142,Synchro Strike,trap,Normal,,,,,
57246528,Synchro Transcend,spell,Quick-Play,,,,,
35817848,Synchro Transmission,trap,Normal,,,,,
36742774,Synchro World,spell,Field,,,,,
60306277,Synchro Zone,trap,Continuous,,,,,
62125438,Synchron Carrier,effect,Machine,2,,0,1000,EARTH
36643046,Synchron Explorer,effect,Machine,2,,0,700,EARTH
62125439,Synchron Token,token,Machine,2,,1000,0,EARTH
61032879,Synchronized Realm,spell,Continuous,,,,,
77360173,Synkron Resonator,effect,Fiend,1,,100,100,DARK
72446038,Synthesis Spell,spell,Ritual,,,,,
16946849,Synthetic Seraphim,trap,Continuous,,,,,
16946850,Synthetic Seraphim Token,token,Fairy,1,,300,300,LIGHT
18895832,System Down,spell,Normal,,,,,
12927849,SZW - Fenrir Sword,effect,Beast,4,,1800,1100,LIGHT
10456559,T.A.D.P.O.L.E.,effect,Aqua,1,,0,0,WATER
54573517,T.G. All Clear,spell,Continuous,,,,,
51447164,T.G. Blade Blaster,synchro,Machine,10,,3300,2200,EARTH
48633301,T.G. Booster Raptor,effect,Dinosaur,1,,400,300,WIND
64898834,T.G. Catapult Dragon,effect,Dragon,2,,900,1300,EARTH
2339825,T.G. Close,trap,Counter,,,,,
64910482,T.G. Cyber Magician,effect,Spellcaster,1,,0,0,LIGHT
30348744,T.G. Drill Fish,effect,Fish,1,,100,800,WATER
94350039,T.G. Gear Zombie,effect,Zombie,1,,600,0,DARK
95973569,T.G. Glaive Blaster,synchro,Machine,12,,4000,4000,EARTH
97836203,T.G. Halberd Cannon,synchro,Machine,12,,4000,4000,EARTH
47027714,T.G. Halberd Cannon/Assault Mode,effect,Machine,12,,4500,4500,EARTH
90953320,T.G. Hyper Librarian,synchro,Spellcaster,5,,2400,1800,DARK
37300735,T.G. Jet Falcon,effect,Winged Beast,3,,1400,1200,WIND
28189908,T.G. Limiter Removal,spell,Normal,,,,,
66733743,T.G. Metal Skeleton,effect,Zombie,2,,1100,0,DARK
32480825,T.G. Mighty Striker,synchro,Warrior,2,,1800,0,EARTH
68989420,T.G. Over Dragonar,synchro,Dragon,5,,2100,1900,DARK
24943456,T.G. Power Gladiator,synchro,Warrior,5,,2300,1000,EARTH
62560742,T.G. Recipro Dragonfly,synchro,Insect,2,,300,300,WIND
77392987,T.G. Rocket Salamander,effect,Pyro,1,,600,600,FIRE
36687247,T.G. Rush Rhino,effect,Beast,4,,1600,800,EARTH
11234702,T.G. Screw Serpent,effect,Sea Serpent,4,,1300,500,WATER
99937842,T.G. Star Guardian,synchro,Warrior,5,,100,2200,LIGHT
1315120,T.G. Striker,effect,Warrior,2,,800,0,EARTH
74627016,T.G. Tank Grub,effect,Insect,1,,0,0,EARTH
50750868,T.G. Trident Launcher,link,Machine,3,,2200,,EARTH
293542,T.G. Warwolf,effect,Beast-Warrior,3,,1200,0,DARK
98558751,T.G. Wonder Magician,synchro,Spellcaster,5,,1900,0,LIGHT
86449372,TA.I. Strike,spell,Quick-Play,,,,,
59650656,Tachyon Chaos Hole,trap,Normal,,,,,
72705654,Tachyon Cloudragon,effect,Dragon,4,,300,250,LIGHT
89789152,Tachyon Spiral Galaxy,trap,Normal,,,,,
71083002,Tachyon Spiral of Destruction,spell,Quick-Play,,,,,
8038143,Tachyon Transmigration,trap,Counter,,,,,
12467005,Tackle Crusader,effect,Rock,4,,1500,1800,EARTH
89698120,Tactical Espionage Expert,effect,Warrior,3,,1300,1200,EARTH
58421530,Tactical Exchanger,trap,Normal,,,,,
83682725,Tail Swipe,spell,Normal,,,,,
43641473,Tailor of the Fickle,spell,Quick-Play,,,,,
1187243,Tailwind of Gusto,spell,Equip,,,,,
50281477,Tainted of the Tistina,effect,Aqua,5,,2000,0,DARK
28725004,Tainted Wisdom,effect,Fiend,3,,1250,800,DARK
44073668,Takriminos,normal,Sea Serpent,4,,1500,1200,WATER
3170832,Takuhee,normal,Winged Beast,4,,1450,1000,WIND
80190753,"Talaya, Princess of Cherry Blossoms",effect,Plant,8,,2800,1200,WATER
71983925,Talisman of Spell Sealing,trap,Continuous,,,,,
19312169,Talisman of Trap Sealing,spell,Continuous,,,,,
96380700,Talkback Lancer,link,Cyberse,1,,1200,,DARK
9175957,Tally-ho! Springans,spell,Quick-Play,,,,,
74150658,Talons of Shurilane,effect,Illusion,6,,2100,2050,LIGHT
79757784,Tamtam the Melodious Diva,effect,Fairy,4,,1000,2000,LIGHT
14677495,Tanngnjostr of the Nordic Beasts,effect,Beast,3,,800,1100,EARTH
15394083,Tanngrisnir of the Nordic Beasts,effect,Beast,3,,1200,800,EARTH
9831539,Tannhauser Gate,spell,Normal,,,,,
7020743,Tantrum Toddler,xyz,Beast,1,,0,0,FIRE
46247516,Tao the Chanter,normal,Spellcaster,3,,1200,900,EARTH
82566662,Taotie Dragon,link,Wyrm,3,,2500,,DARK
99946920,"Taotie, Shadow of the Yang Zing",effect,Wyrm,5,,2200,0,DARK
8152834,Tarai,effect,Fairy,4,,0,0,EARTH
64892035,Tardy Orc,effect,Fiend,4,,2200,0,DARK
86039057,Tasuke Knight,effect,Warrior,4,,1700,100,LIGHT
18444902,Tatakawa Knight,effect,Warrior,4,,1500,0,EARTH
3096468,Tatsunecro,effect,Zombie,3,,500,1700,DARK
55863245,Tatsunoko,synchro,Wyrm,3,,1700,500,WATER
47922711,Tatsunootoshigo,normal,Beast,5,,1350,1600,EARTH
90740329,Taunt,trap,Normal,,,,,
33779875,Teardrop the Rikka Queen,xyz,Plant,8,,2800,2800,WATER
1329620,Tearlaments Cryme,trap,Counter,,,,,
33878367,Tearlaments Grief,spell,Normal,,,,,
37961969,Tearlaments Havnis,effect,Aqua,3,,1600,1000,DARK
60362066,Tearlaments Heartbeat,spell,Quick-Play,,,,,
28226490,Tearlaments Kaleido-Heart,fusion,Fiend,9,,3000,3000,DARK
4928565,Tearlaments Kashtira,effect,Psychic,7,,2300,1200,WATER
92731385,Tearlaments Kitkallos,fusion,Aqua,5,,2300,1200,DARK
74078255,Tearlaments Merrli,effect,Aqua,2,,800,2000,DARK
38436986,Tearlaments Metanoise,trap,Normal,,,,,
34225426,Tearlaments Perlegia,spell,Field,,,,,
73956664,Tearlaments Reinoheart,effect,Warrior,4,,1500,2100,WATER
84330567,Tearlaments Rulkallos,fusion,Aqua,8,,3000,2500,WATER
572850,Tearlaments Scheiren,effect,Aqua,4,,1800,1300,DARK
6767771,Tearlaments Scream,spell,Continuous,,,,,
74920585,Tearlaments Sulliek,trap,Continuous,,,,,
68392533,Telekinetic Charging Cell,spell,Equip,,,,,
28741524,Telekinetic Power Well,spell,Quick-Play,,,,,
84847656,Telekinetic Shocker,effect,Psychic,4,,1700,700,EARTH
23323812,Telepathic Power,trap,Normal,,,,,
6795211,Teleport,spell,Continuous,,,,,
42822433,Tellarknight Altairan,effect,Warrior,4,,1700,1300,LIGHT
58858807,Tellarknight Constellar Caduceus,xyz,Warrior,4,,2500,1650,LIGHT
65236257,Tellarknight Genesis,spell,Quick-Play,,,,,
79210531,Tellarknight Lyran,effect,Warrior,4,,1200,1600,LIGHT
18326736,Tellarknight Ptolemaeus,xyz,Warrior,4,,550,2600,LIGHT
19280589,Tellus the Little Angel,effect,Fairy,3,,500,500,LIGHT
87608852,Temperance of Prophecy,effect,Spellcaster,3,,1000,1000,EARTH
63101919,Tempest Magician,synchro,Spellcaster,6,,2200,1400,DARK
89399912,"Tempest, Dragon Ruler of Storms",effect,Dragon,7,,2400,2200,WIND
732302,Temple of Skulls,normal,Zombie,4,,900,1300,DARK
29762407,Temple of the Kings,spell,Continuous,,,,,
92481084,Temple of the Mind's Eye,spell,Field,,,,,
53819808,Temple of the Six,spell,Field,,,,,
91468551,Temple of the Sun,spell,Continuous,,,,,
52558805,Temtempo the Percussion Djinn,xyz,Fiend,3,,1700,1000,EARTH
10000,Ten Thousand Dragon,effect,Dragon,10,,0,0,DARK
33609262,Tenacity of the Monarchs,spell,Normal,,,,,
9597987,Tenchi Kaimei,spell,Field,,,,,
57935140,Tenderness,normal,Fairy,3,,700,1400,LIGHT
4103668,"Tengu, the Winged Mayakashi",synchro,Zombie,7,,2600,1500,WIND
41589166,Tenkabito Shien,effect,Pyro,4,,1500,1000,FIRE
33837653,Tenma the Sky Star,effect,Warrior,5,,2100,1000,LIGHT
90122655,Tenmataitei,effect,Warrior,5,,2400,1000,DARK
91810826,Tenpai Dragon Chundra,effect,Dragon,4,,1500,1000,FIRE
65326118,Tenpai Dragon Fadra,effect,Dragon,3,,1600,1000,FIRE
23657016,Tenpai Dragon of Genroku,effect,Dragon,3,,0,1000,FIRE
39931513,Tenpai Dragon Paidra,effect,Dragon,3,,1700,1000,FIRE
59563768,Tenshin,effect,Fairy,2,,800,100,LIGHT
60715406,Tentacle Plant,normal,Plant,2,,500,600,WATER
98159737,Tenyi Spirit - Adhara,effect,Wyrm,1,,0,0,EARTH
87052196,Tenyi Spirit - Ashuna,effect,Wyrm,7,,1600,2600,LIGHT
60942444,Tenyi Spirit - Mapura,effect,Wyrm,4,,600,1500,FIRE
97036149,Tenyi Spirit - Nahata,effect,Wyrm,4,,800,1000,WIND
38030232,Tenyi Spirit - Sahasrara,link,Wyrm,4,,3000,,LIGHT
24557335,Tenyi Spirit - Shthana,effect,Wyrm,4,,400,2000,WATER
23431858,Tenyi Spirit - Vishuda,effect,Wyrm,7,,1500,2500,DARK
54631834,Terminal World,spell,Continuous,,,,,
48605591,Terminal World NEXT,spell,Continuous,,,,,
26509612,Terra Firma Gravity,trap,Normal,,,,,
63308047,Terra the Terrible,normal,Fiend,4,,1200,1300,DARK
73628505,Terraforming,spell,Normal,,,,,
56681873,"Terratiger, the Empowered Warrior",effect,Warrior,4,,1800,1200,EARTH
77428945,Terrene Toothed Tsuchinoko,effect,Reptile,3,,1600,500,EARTH
69724380,Terrible Deal,trap,Normal,,,,,
48468330,Terrifying Toddler of Torment,effect,Fiend,3,,0,2000,DARK
75294187,Terrifying Trap Hole Nightmare,trap,Normal,,,,,
300104002,Terror from the Deep!,skill,Mako,,,,,
6075533,Terror of Trishula,trap,Normal,,,,,
35975813,Terrorking Archfiend,effect,Fiend,4,,2000,1500,DARK
78060096,Terrorking Salmon,normal,Fish,5,,2400,1000,WATER
6589707,Terrors in the Hidden City,spell,Continuous,,,,,
85698115,Terrors of the Afterroot,trap,Normal,,,,,
63086455,Terrors of the Overroot,trap,Normal,,,,,
11110218,Terrors of the Underroot,trap,Normal,,,,,
3030892,Test Ape,effect,Beast,2,,700,300,EARTH
66863374,Test Panther,link,Beast,2,,800,,EARTH
92373006,Test Tiger,effect,Beast,3,,600,300,EARTH
501000004,Testament of the Arcane Lords,effect,Spellcaster,10,,3000,3000,LIGHT
74952447,Testudo erat Numen,effect,Aqua,1,,0,1800,WATER
87148330,"Tethys, Goddess of Light",effect,Fairy,5,,2400,1800,LIGHT
16469012,Teva,effect,Warrior,5,,2000,1500,LIGHT
74210057,Texchanger,effect,Cyberse,1,,100,100,DARK
40253382,TG-SX1,trap,Normal,,,,,
76641981,TG1-EM1,trap,Normal,,,,,
11264180,TGX1-HL,spell,Quick-Play,,,,,
3868277,TGX3-DX2,trap,Normal,,,,,
58258899,TGX300,spell,Continuous,,,,,
11110587,That Grass Looks Greener,spell,Normal,,,,,
39454112,That Six,trap,Continuous,,,,,
22869904,That Wacky Alchemy!,trap,Normal,,,,,
50427388,That Wacky Magic!,spell,Normal,,,,,
52367652,That Which Feeds on Life,normal,Fiend,4,,1200,1000,DARK
32864,The 13th Grave,normal,Zombie,3,,1200,900,DARK
403847,The A. Forces,spell,Continuous,,,,,
5141117,The Abyss Dragon Swordsoul,effect,Wyrm,8,,3000,2900,FIRE
70410002,The Accumulator,effect,Thunder,1,,0,0,LIGHT
64734921,The Agent of Creation - Venus,effect,Fairy,3,,1600,0,LIGHT
99054885,The Agent of Destruction - Venus,effect,Fairy,3,,0,1600,DARK
97750534,The Agent of Entropy - Uranus,effect,Fairy,5,,2200,1200,DARK
91123920,The Agent of Force - Mars,effect,Fairy,3,,0,0,LIGHT
91345518,The Agent of Judgment - Saturn,effect,Fairy,6,,2400,0,LIGHT
38529357,The Agent of Life - Neptune,effect,Fairy,1,,0,600,LIGHT
28573958,The Agent of Miracles - Jupiter,effect,Fairy,4,,1800,1000,LIGHT
91188343,The Agent of Mystery - Earth,effect,Fairy,2,,1000,800,LIGHT
38730226,The Agent of Wisdom - Mercury,effect,Fairy,4,,0,1700,LIGHT
32269855,The All-Seeing White Tiger,normal,Beast,3,,1300,500,WIND
11738489,The Arrival Cyberse @Ignister,link,Cyberse,6,,0,,DARK
70493141,The Ascended of Thunder,effect,Thunder,7,,2700,2400,LIGHT
14466224,The Atmosphere,effect,Winged Beast,8,,1000,800,WIND
73680966,The Beginning of the End,spell,Normal,,,,,
24348204,The Bewitching Phantom Thief,normal,Spellcaster,2,,700,700,DARK
82386016,The Big Cattle Drive,spell,Normal,,,,,
1689516,The Big March of Animals,spell,Quick-Play,,,,,
34004470,The Big Saturn,effect,Machine,8,,2800,2200,DARK
71107816,The Bistro Butcher,effect,Fiend,4,,1800,1000,DARK
49299410,The Black Goat Laughs,trap,Normal,,,,,
66574418,The Black Stone of Legend,effect,Dragon,1,,0,0,DARK
15033525,The Blazing Mars,effect,Pyro,8,,2600,2200,FIRE
458748,The Book of the Law,spell,Quick-Play,,,,,
85182315,The Breaking Ruin God,spell,Quick-Play,,,,,
69120785,The Bystial Alba Los,effect,Dragon,12,,3500,3500,LIGHT
45005708,The Bystial Aluber,effect,Dragon,4,,1800,0,DARK
32731036,The Bystial Lubellion,effect,Dragon,8,,2500,3000,LIGHT
51196174,The Calculator,effect,Thunder,2,,0,0,LIGHT
54706054,The Calibrator,effect,Thunder,4,,1500,1500,LIGHT
